511145.12	83332.12	4	0.001999
511145.12	764298.7	0	0.000000
511145.12	176280.10	0	0.000000
511145.12	242231.10	0	0.000000
511145.12	208964.12	0	0.000000
511145.12	871585.3	0	0.000000
511145.12	160490.10	0	0.000000
511145.12	192222.6	0	0.000000
511145.12	169963.11	0	0.000000
83332.12	764298.7	0	0.000000
83332.12	176280.10	0	0.000000
83332.12	242231.10	0	0.000000
83332.12	208964.12	0	0.000000
83332.12	871585.3	0	0.000000
83332.12	160490.10	0	0.000000
83332.12	192222.6	0	0.000000
83332.12	169963.11	0	0.000000
764298.7	176280.10	1	0.000484
764298.7	242231.10	0	0.000000
764298.7	208964.12	0	0.000000
764298.7	871585.3	0	0.000000
764298.7	160490.10	1	0.000480
764298.7	192222.6	0	0.000000
764298.7	169963.11	0	0.000000
176280.10	242231.10	0	0.000000
176280.10	208964.12	0	0.000000
176280.10	871585.3	0	0.000000
176280.10	160490.10	1	0.000477
176280.10	192222.6	0	0.000000
176280.10	169963.11	3	0.001449
242231.10	208964.12	0	0.000000
242231.10	871585.3	0	0.000000
242231.10	160490.10	0	0.000000
242231.10	192222.6	0	0.000000
242231.10	169963.11	0	0.000000
208964.12	871585.3	0	0.000000
208964.12	160490.10	0	0.000000
208964.12	192222.6	0	0.000000
208964.12	169963.11	0	0.000000
871585.3	160490.10	4	0.001984
871585.3	192222.6	0	0.000000
871585.3	169963.11	0	0.000000
160490.10	192222.6	0	0.000000
160490.10	169963.11	1	0.000478
192222.6	169963.11	0	0.000000
